full_text,sentiment
hai kak . ubah data alamat email nomor hp/telepon laku mandiri lalu : 1. coretax milik wajib pajak . silakan akses laman <url> lalu tuju menu portal &gt; profil &gt; informasi umum &gt; edit &gt; silak ubah bagi,neutral
aku akhir era coretax ngurus npwp online semingguan skrng gatau deh kalo via coretax gmn soal nya website nya problem mulu better kpp langsung kaya nya,positive
give up bgt sm coretax hiks gimana,negative
senin gw hubung sama coretax sih,neutral
1 ppn masu januari yg kreditkan coretax pilih masa pajak pengkreditkan nya februari status faktur nya credited pas buat konsep spt gk muncul nilai ppn masu tsb .,neutral
hai kak . mohon tetap wajib pajak non aktif laku elektronik lalu akun corerax laman <url> mohon aju online lalu akun coretax login &gt; menu portal &gt; ubah status &gt; tetap wajib pajak,neutral
apa ubah data misal nya email djp kantor pajak langsung tidak? . lalu jiki ubah email coretax email terdaftar djp ikut ubah ?,neutral
hi kak opsi 2 terap coretax bs milih opsi kompensasi masa pajak berikut nya ( meski nominal iid lb 100 jt ) . billing 1 juta langsung bayar kompensasi masa pajak berikut nya muncul lb 100 jt 101 jt kak ?,neutral
pagiii aku konsultan pajak freelance buka jasa buat lapor uang lapor spt badan orang pribadi ( spt masa pph/tahunan ) npwp/ lupa efin konsultasi uang langsung hubungi <url> zonauang coretax <url >,neutral
bayar deposit tanggal 12 masuk coretax konfirmasintpn,neutral
coretax suka banget error . hambat kerja terus kalau gini .,positive
hai kak . alam kendala sama? mohon kesediaan nya coba laku clear cache cookies lebih browser yg guna akses laman coretax guna private window,neutral
taxmin ya? nominal dpp nilai lain nya tera coretax/spt ppn faktur pajak luar nya sama . dpp nilai belum isi 68 50 bulat sesuai jadi 69 terdeteksi spt ppn justru 68 <url >,neutral
hai kak. mohon maaf atas tidaknyama nya . informasikan kendala kakak alami? daftar npwp laku lalu coretax laman berikut kak. <url> ( 1/2 ),neutral
halo admin mau aktivasi akun coretax badan yg baru bentuk . waktu verifikasi nomor hp knp kode nya ga masuk2 ya? udah coba resend berulang kali jg tetep ga masuk . nomor hp udah bener pulsa nya . solusi nya gimana? <url >,neutral
lemot bgt lu coretax taikkkkk,positive
hai kak . kakak maksud aktivasi akun coretax badan usaha urus lapor spt lebih dahulu? ya . silakan daftar akun coretax wp badan meski pun urus lapor spt tahun pribadi . tks*yadi,neutral
pagi min mau download bukti potong pph 21 bkn karyawan coretax bs bbrp hari blm bs dwnload gmna solusi nya y? thank u <url >,neutral
kak konfirm lawan transaksi sudha tulul nota retur beli nda masuk sistem coretax induk kolom b2 sesuai lampir nya laku posting tiap pagi kak ubah,neutral
coretax anjenggggggg,positive
aku udah deposit dah dpt ntpn blm muncul buku besar . . better deposit sih drpd nungguin kompensasi blm muncul btw kalo kasih kompensasi ttep kb?,neutral
hai kak . kakak maksud surat ukuh usaha kena pajak ( sppkp ) ? apabila iya sppkp unduh online akun coretax wajib pajak . silakan coba cek portal &gt; dokumen &gt; lihat daftar tsb . silakan klik hasilkan <url >,neutral
hai kak . surat terbit aktivasi akun kirim email yg daftar . apabila dgn kakak terima email risi dokumen hasil laku aktivasi akun lalu coretax silakan aju mohon pengiriman surat terbit,neutral
selamat pagi min izin berta nya . kait e-pbk sekarang kan menu coretax yah nah kalau semisal mau pbk tahun 2024 2025 bagaimana yah? terimakasih,neutral
hai kak . mohon kakak kpp terdaftar utk laku ubah data kak ( baik email jg nomor telepon ) konfirmasi djp online / coretax akses . tks*zali,neutral
tgl 17 kalo mau cekout cekout barang mending sekarang deh .,neutral
iya lain nya belum . .,positive
min sdh proses bayar billing spt unifikasi dr tgl 13 mar 2025 tlh dpt ntpn . . skrg d coretax status nya spt tunggu bayar ? sinkronasi kah?sedangkan jatuh tempo bayar hari tgl 17 mar 2025 . . terima kasih . .,neutral
min mau tanya cara betul e-bupot yg kurang bayar coretax bayar nya pake metode langsung ( ls ) min? tetap hitung nihil ? bagaimana cara bayar kurang nya ya ?,neutral
hai kak . bayar pph final umkm setor sendiri lakunya coretax memang laku pindahu ( pbk ) kak . sesuai pasal 109 ayat ( 3 ) pmk 81 tahun 2024 bayar pajak anggap sampai surat beritahu masa,neutral
5 pt yg muncul baru 1,neutral
izin berta nya . spt pph 21 coretax muncul lebih bayar tahun 2024,neutral
min deposit baca nya billing bayar ya. padahal udah bayar udah ntpn .,neutral
hardcopy pph unifikasi coretax tampil nya bikin sakit mata . asli jelek banget .,positive
buat freelancer pekerja remote monggo ngajuin nppn tahun pake coretax,neutral
- ruu tni - pajak minus yoy - coretax - ndasmu - bahlil s3nya - pertamina patra niaga &amp; liga korupsi - hasto sobat2 nya - danantara - teddy &amp; akselerasi karir - pedofil - minyakita - bos pfn tambah liverpool kalah . hidup berat! uji kawaaa !,positive
no salt plss mau tanya worth it ga freelance nginput pm pk coretax + ngurus lapor spt ppn masa bayar sejuta bulan ?,neutral
iya tulul coretax . lalu batal bukti potong tsb buat bukti potong lg yg baru laku betul spt klik bayar lapor muncul kode billing laku bayar pak/bu? bagaimana proses lanjut nya ?,neutral
jam segini cocok nya buka coretax bukan chat crushmu ga suka km,positive
ajar akunting coretax gak kak,neutral
tumben coretax lancar bae,negative
dduc dino dino urus coretax,positive
gimana kata nya mau bikin ai setara deepseek wkwk coretax dana triliunan bug dimana ampe pegawai maintenance tinggal cape gausah terlalu ambisius deh mending introspeksi diri pimpin negara tuh demen korupsi demen bunuh an,positive
kenapaaa sakit samaa kwkwkw . kirain aku doang yg begini . mungkin gegara coretax kali jdi semrawut malah aku tgl 6 dapet wa kek gini? jelas lapor lah kan batas nya 31 maret ( tapi skrg dah lapor ) . admin nya ngelindur apa begimana <url >,positive
5 . yg korup coretax 6 . wekwan,positive
ngerjain coretax hufh kena pressure keknyaa coretax lancar nya tengah malem,positive
setuju sekali mbg coretax ibukota baru .haiishh,negative
berikut potret beri layan kawanpajak lapor spt tahun lalu <url> konsultasi kait penuh hak wajib pajak lalu coretax djp ( senin 10/03 ) . <url >,neutral
mimin pajak kata nya selesai tangan kait spt ppn 1111dm jan 2025 cek coretax ubah . 1. konsep spt 1111 jan 2025 hapus 2. bila buat konsep spt baru ppn dgn domom pengkreditan ( ppndm ) masa jan 2025 tdk sedia <url >,neutral
ingat coretax lemot wkwkw,positive
kemarin kejepit antri gas anggar sehat + didik pangkas sistem pajak pakai coretax gagal buang anggar terus banyak orang phk mentr sultan ngelantik staffsus problematik yakin lu mau tetep gerasa aman aman aja ?,positive
min faktur pajak dpp.nya salah coretax error diskon. nya jadi double apa wajib ganti ya ?,neutral
isi intoleransi agama apa lu maksud? kok lu gak bahas masalah danantara kemarin terus dapat februari 2025 gara2 coretax sekarang isu dwifungsi tni isu efisiensi . malah agama lu bawa2 . kasih paham si grok,positive
berikut potret beri layan kawanpajak lapor spt tahun lalu <url> konsultasi kait penuh hak wajib pajak lalu coretax djp ( kamis 06/03 ) . <url >,neutral
developer coretax,neutral
berikut potret beri layan kawanpajak lapor spt tahun lalu <url> konsultasi kait penuh hak wajib pajak lalu coretax djp ( rabu 05/03 ) . <url >,neutral
tinjau coretax komisi xi dpr ri wamenkeu anggito kunjungi kpp madya tangerang <url> lewat online,neutral
coretax downtime kah?,positive
malam kak mohon sharekan nomor wa 085169981228 nama x pusatlayandjak rupa nipu pura pura bantu kendala coretax . nnti nya arah buat akun krom ( bank ) yg kendali cara kirim kode verifikasi . <url >,neutral
berikut potret beri layan kawanpajak lapor spt tahun lalu <url> konsultasi kait penuh hak wajib pajak lalu coretax djp ( selasa 04/03 ) . <url >,neutral
kpp madya gresik buka layan asistensi lapor spt tahun konsultasi khusus coretax djp area tpt kpp madya gresik . <url >,neutral
pakai kayak gini sih?? biar apa? batas tukar ? biasa nya udah batas 1 org cuma 1 pak gak pake ribet . proyek kayak coretax yg gagal pdhl ngabisin anggar banyak,positive
udah resign kok coretax demo coretax,positive
kemarin buat wnload bukti potong per-orang coretax terus tulis error coba beberapa device tetap sama . lalu tadi aku cek e-bupot nya asal nya kolom terbit sekarang malah pindah kolom valid . <url >,neutral
hahaha coretax a n j a y,positive
perlu coding sendiri gunakan update converter xml akses coretax djp lebih lancar . segera tuju : <url> <url >,neutral
kalau masalah coretax dana fantastis nya kasus pertamina kasus tambang rencana beri hak tambang pesantren ( ??? wtf sekali. .. ) efisiensi anggar gajelas berbagai brak 6 bulan kebelakang kurang cukup gugah hati kalian jadi gusar . . .,positive
temen yg kerja disana sampe gerd bu orang finance aja sering gadang tengeng coretax umbi2 yg kayak mereka .,positive
pala puyeng kirin coretax allah capek,positive
[workmin ] coretax bikin pusing ya? coba diskusi sini . <url >,positive
min gimana kek pajak ( coretax ) ak pengen pulang <url >,positive
hadap coretax <url >,neutral
defisit apbn gara masuk negara jeblok akibat coretax ( fithra faisal ekonom ) . udah jelas bikin rugi kok gak tinggi pajak angkat kaki? gakadamalu coretaxeffect <url >,positive
defisit apbn gara masuk negara jeblok akibat coretax . udah jelas bikin rugi kok gak tinggi pajak angkat kaki? gakadamalu coretaxeffect <url >,positive
gimana cerita nya sama coretax billing pph 21 &amp; unifika bayar lapor dikarenakan status nya tunggu bayar bantu solving problem sistem doang mahal kayak tai anj,positive
kacalah coretax,positive
in greedy term : tni limpah tenaga kasus sipil wafat lelah urus kor-teks ( coretax ) lho tni kalau mau raup ratusan triliun pajak sinergisitas ambil alih peran sipil kor-teks,neutral
dulu pas daftar npwpnya ereg udah sekalian efin nya kak sekarang engga gitu djponline sama coretax udah kaya beda gitu . yg baru bikinn npwp corrtax lapor ny tahun dpn pake coretax gapake djponline lg jd gabutuh efin kak,negative
kalau mau masuk lahan sipil tni ganti fat team khususnya kerja coretax . im being serious . kerja coretax buat kuasa kan ya. gak nodong kepala takeover tambang misal nya .,positive
coretax aja ga becus gara2 terima pajak anjlok,positive
aku rakyat kecil keluh mau bayar pajak software coretax error! bukankah negara butuh uang banyak ?,positive
apa gara2 coretax pak? tim pajak yg mke coretax sedang baik2 saja . kapan coretax teruz pakan korban pak ?,positive
lebar semua maaf buat coretax implementasi coretax kekeuh tetap pakai coretax padahal error gamau balik aplikasi lama padahal coretax problematik .,positive
info ndemo coretax,neutral
desak sri mulyani wakil menteri dirjen pajak mundur mampu jalan mandat nya . rencana uang negara amburadul implementasi coretax justru buruk sistem pajak <url >,neutral
semua awal coretax brengsek gue jadi keluar goa gini asu,positive
tinggal nya krn overworked validasiin pajak imbas coretax yg harus nya pudah tp nama nya mati kek yg antri gas melon itukan udh takdir ya . politik setau gw emg ga ngaruh hidup sih,positive
bentar. . . emang disitu sipil kerja? kok nama menteri nya tahan semua tuh bssn beli lisensi luar apa? bikin sendiri dong coretax aja gagal bikin sistem tahan online,positive
pegawai pajak mati grgr overworked . udh overworked imbas coretax pegawai pajak pula . . .,positive
emang mau gak mau bakal buruk sih. perintah nya aja ngga duli investor asing keluar ngga mau masuk sini phk dimana orang mau bayar pajak susah ( coretax ) regulasi ubah,positive
6 minggu kabur coretax besok udah back to reality aku emang kangen minerba tp bs gk skip coretax nya stresss,positive
coretax kok ga urus pak kata nya ketua pengawas pajak,positive
engga lapor kak yg lapor bagi pajak usaha . skrg sistem nya coretax ketauan langsung akun coretax kaka nya lewat notif,positive
ingat presiden milik banyak program pakan biaya jumbo indonesia milik hutang luar negeri jatuh tempo sebesar rp 800 triliun sisi terima negara justru tak angkat padahal perintah buat coretax klaim,positive
berikut potret beri layan kawanpajak lapor spt tahun lalu <url> konsultasi kait penuh hak wajib pajak lalu coretax djp ( senin 03/03 ) . <url >,neutral
terima jeblok gara2 coretax imbas nya kemana2 efisiensi anggar salah 1 kecil nya diatas gk duit buat bayar mbg,positive
tiap bulan potong pajak coretax tetap sama xixixi kalau udah mau bikin id billing bupot nya malah nyangkut gamasuk spt hahahahaha,positive
buzzer laknat ewing tetep aja tolol padahal 2025,positive
iya bener mau lampung aja,neutral
vari apa,positive
akhir nya booking slot ambil duit baru tinggal ngurusin coretax,neutral
pintar bi coretax . sebelumnya emeterai . perintah kalau emang siap segalanya online jangan online . gitu aja .,positive
nama nya doank pintar bi. sok2an maintenance pas jam nya buka tetap aja gak akses . ngikut2 aja coretax alias corestress . ga yg harep web domain .<url> perkara nukar uang aja war . perkara mau ngasih duit pajak negara pusingin sama coretax,positive
sebenarnya ga coretax apps begitu . . sbg sesama operator duka cita mendalam atas tinggal nya beliau,negative
surabaya business owners wajib apat minar coretax! rabu 19 maret 2025 | 14.30 - 16.30 wib ideahub coworking space surabaya harga spesial : idr 249k/pax ( dari 399k! ) free snackbox + souvenir eksklusif! daftar sekarang! <url> <url >,neutral
turut duka cita . emang parah banget sistem coretax ini . bikin gue ga tahun baru lambat,positive
min coretax benar2 canggih yg nama nya pudah wajib pajak sia 1 3t . sekarang k-kredit pajak masukkan masa berbeda satu per satu faktur bayangkan dg efaktur yg kolektif ..300 faktur ?,neutral
masukin perugas yg ngurusin coretax aja,neutral
terima pajak rontok akibat coretax perintah rancam makzul <url >,positive
dana haji ikn tamina timah emas tanah /laut hotel fairmont listrik letkol s3 bahlil coretax ( sirekap? ) korupsi mana kolusi mana nepotisme mana sistem kontrol jalan ada ?,positive
anggar 1 t lebih coretax ga yg ngusut janggal nya .,positive
ikut2 coretax,positive
innalillahi relate bgt sama gue dikantor yg bikin billing validasiin pph klien stress bgt 2bul akhir otodidak lajar step by stepnya skrgpun suka error si coretax perintah a*u,positive
siapa nih pusing gimana cara terap coretax? ternyata proses nya gak sesulit dengar nya lho! ~a thread~ <url >,positive
ga coretax ga pintar bi website perintah emang selalu uji sabar <url >,positive
bete bgt mau bikin npwp tp web coretax ama ereg error mulu? ? ?,positive
bekerja tekan hingga tinggal kok kara . bukan lawyer mungkin bs dgn ps 359 kuhp . lalu selama krn coretax hrs kerja larut malam usaha protes/blm? lalu dgn ada nya korban nyawa rencana nya apa? aksi menteri /dirjen / staffsus? ttp,positive
korban coretax innalillahi . .,neutral
juang coretax sehat sehat semuanya~ fvccck u,negative
buat laba rugi - neraca koperasi order klik wa tera dibio^^ jokipajak coretax zonauang <url >,neutral
gak coretax gak pintar bi semuanya error . arrggghhh <url >,positive
hahhh bener bgtt udah coba coretax berkali kali gagal mulu faaakkkkkk menkeu,positive
- ppn 12 % ( gak jadi h - 1 jam terap wow hero ) - coretax ( triliunan gak balik sistem lama ) - mbg ( racun gak merata menu aneh siswa salah gaboleh rekam ) - efisiensi apbn ( baca : potong tak berdasar didik sehat kena ),positive
mau nuker duit aja susah bgt web gak akses padahal mah nuker pake duit sendiri gak nyuri apapun kata nya akses jam 9 tpi jam segini ttp down lebih susah akses dr pd war tiket sma akses coretax,positive
arti nya sama rasa gt lho bjir . gaada yg mau overwork . kait nya . . coretax . makan korban pegawai nya sendiri,positive
tahun bocil bocil gaada thr ya!! aku cape banget war uang baru gabisa bisa!! udh males . gak coretax gak pintar bi semua gaada yg beres,positive
weekday temu coretax weekendnya temu pintar bi,negative
halah coretax aja yg buat jangka panjang server nya labil pintar yg rame nya pas lebar doang ‍,positive
hari hari udah stress sama coretax . trus hari minggu stress pintar bi sama sekali pintar,positive
kelas bi aja layan nya kayak gini . buset deh. . . malu maluin coretax loe mah. . . .,positive
bener anjay . . gw gapaham masa kelas bi bikin web gini doang kagak kalau coretax lah rada maklum dikit krn banyak yg validasi lah sekedar daftar doang anjir paling nik doang yg validas,positive
ngalahin war tiket konser woy war tiket nokor antr tau udah masuk pintar bi jadi budu bi . sama aja kek web uang sebelah tu coretax,positive
sumpah tolakruutni paling nyebelin gave us the biggest insult . kayak bilang terus kalian apa . kesal banget udah bijak mk mbg danantara coretax oplos pertamina kangkat casn gak yg beres . sakit jiwa,positive
akses coretax lebih cepet banding akses aplikasi pintar,negative
aku gak mau ngejokes soal coretax sedih banget aku baca nya,positive
ngurus coretax,positive
klo mmg krusial tanggung jawab krn problem coretax yg dibawah menteri nya langsung ?,neutral
emng gila tuh coretax lancar pas dini hari . kira lembur rumah bayar,positive
jadi sekarang gak kerja ( coretax kacau ) terima negara bulan januari februari anjlok,positive
sama kayak rdp dpr coretax gelar tutup tau2 selesai aja coretax tetep masalah,positive
a . amerika b. biden c. coretax d. prakte bandung,neutral
buat u mantan gw yg kerja kantor pajak yg mutusin gw kemaren bgt . gws dah u banta coretax ( bcanda jir smoga km sehat2 hiks ),negative
kak kalo udah pening sama coretax liat beliau adem bgt . ngademin kepala hati mau ngantemi coretax,negative
apa ni om gegara coretax tinggal? ?,positive
hallo open jasa konsultan pajak : - buat lapor uang - lapor spt masa pph 21 - restitusi pajak - berat pajak - catat transaksi hari mutasi rekening order klik wa dibio yaah jokipajak zonauang coretax,neutral
ini . . beneran yg tinggal grgr coretax ?,positive
gak masuk tim coretax kan sekarang semua kerja udah pakai coretax,positive
kalau mau bantuin suara kena shortfall pajak misal nya . bukan dgn suruh turun langsung lapang . padahal kerja mutar ekonomi bayar pph lembur coretax hampir tiap hari yg tinggal bayar pajak penting seluruh <url >,positive
kak anjing nya habis ngerjain coretax,positive
sekalian bukber,negative
mbar.... . . ngerjain coretax tetep waras yah,positive
kemarin kpp bikin efin kata nya tahun depan pake coretax bffr,neutral
memang coretax babi,positive
tuhan semoga coretax pakan korban ya . cukup banyak korban² swasta phk sakit tinggal kali internal direktorat pajak sendiri . semoga korban coretax tinggal ada baik tinggal juang cari nafkah,positive
si bangke coretax afuuu,positive
kalo udh kayaj gini coretax ttp lanjut ? padahal enak pake web djp aja kayak biasa .,positive
begadang krna luhan coretax dtmbh website error kt ndatau hrs gimana ditambh lg tugas yg deadline ga ngotak udh makan tiap hari :( esmelon cm bs ongkang 2,positive
ikam beapa king coretax ?,neutral
mau lapor pph21 coretax klik bayar lapor enggak 3 hari lalu muncul gambar pop up bagaimana ya? maksud nya apa ya? telat lapor bayar bisa . . . thanks <url >,neutral
coretax keramatt,positive
see? meski korban nyawa akibat coretax tetap lho laku opini nya !,positive
ulang lagi?! entah berapa kali gw tulis turun aksi banyak ! kerja lembur coretax musti mutar bisnis bayar pph turun aksi pula! salah satu nya tuh. taxpayer gak sampe 4 7 % jumlah nya sekadar nitip issue aja berat banget ya ?,positive
dasar nya memang mudah cuma lantaran sistem coretax pina mangalilu januari kemaren beda error nya .,positive
semenjak pake coretax mana pernah gue pulang on time,neutral
iyaa sihh . . normal . . mau tormalisasi coretax milik nilai project luar biasa fungsi normal sekian bulan ? beneran gak mau iksa audit? <url >,positive
coretax renggut korban jiwa !,positive
kpd pegawai laksana coretax gpp pak bu marah2 dsn oversharing disini ttg kerja drpd dipendem jadi sakit capek jg. . . allah udh kek ngerjain tugas kelompok sisa nya beban mana cmn 6 org yg kerja bu pak yuk anjing anjing jgn dipendem . kali2 anjinggg gitu anjing,positive
hai hai open jasa konsultan pajak : - buat lapor uang + lapor spt - catat transaksi hari mutasi rekening - bukti potong - restitusi pajak - lapor spt masa pph 21 wa dibio ea kak coretax jokipajak zonau,neutral
semenjak coretax gue jadi kerja malam terus 1 januari pala sering pusing tensi naik brengsek coretax,positive
pajakkitaukkita mau tanya dong bos pm sebenarnya bulan sesuai tgl dibul berikut nya kok atur nya rancu ia?kata nya coba coretax ngak bisa ?pusing bos,positive
korupsi laaaa si suryo aja kaya nya naik kak menjak luncur coretax wkwk,positive
lapor pajak pribadi rekomnya pakai coretax djp online min ?,neutral
kl mau tau sesering apa arch aja kak coretax keluar semua sambat warga konoha wkwk br bgt td ngalamin pas mo upload faktur pajak tulis kode otorisasi djp-nya gamuncul pdhl sabtu yg ga semua org krj .,neutral
coretax asu marakke depresi dikit2 error dikit2 ngeblank semoga luhut smi semua yg maksain guna nya coretax masuk neraka,positive
tuju posting coretax yg dulu bahas sistem nya siap jabat maksa deploy . alhasil ga cuman wp yg iak petugas pajak jg walah . lembur sampe tengah malem dlm kondisi kurang armada . heran hrd nerima orang yg mahamin konteks aja gabisa .,positive
kerja kebawa mimpi tuh sebal sekali anjii lu coretax,positive
sesekian kali nya coba lapor spt februari 2025 2 minggu kena denda loh ‍ guna kode otorisasi djp guna privy id bisa . mau lapor bukan mau pinjem duit capek aku min ngadepin coretax . <url >,positive
coretax musibah buat keluarga gw. . asli .,positive
ninggal jejak dulu . abis buka aku maki2 coretax jabut,positive
ngajak cod alfa dianya nunggu indomart . mentang-mentang belah .,positive
yg puasa mau coba uji kesabaran ga?buka coretax deh jamin sabar nya sangat uji,negative
bukan coretax ekonomi nyungsep double_exclamation _markdouble_exclamation _mark jangan kambing tamk coretax kasus coretax masalah wanprestasi / konyol kontraktor semata <url >,positive
banyak yg comment judge : kerja ga sesuai jam kerja ga usah kerjain aja kalau gt ngapain bawah rumah sampe kerja malam ga mudah ya. mau karyawan swasta/ar kpp tekan atas deadline batas lapor . plus coretax lancar malam hari aja kadang .,positive
tukan tingkat frustasi lo skala 100 guna coretax gue :,positive
inget guys yg maki bukan staff kpp tinggi2 pajak sama yg buat coretax,positive
parah bngttttt nangis klo udh ngomongin coretax mah,positive
pusingin coretax spt lebih baik racun orang kantor suara ganteng rony betul apa betul??? <url >,positive
tulul ln no arti nya baris data yg salah urai art nya data yg salah ap . kk tinggal cari data baris coretax xml nya dibka lwt notepad notepad bgi statusbar nya pojok kiri bawah nunjukin letak dmn kursor ada . jd tinggal arah kursormya kebaris brp .,neutral
sabtu krn weekend bukan arti tikmat hidup waras santa ria . bukan arti sistem bapuk coretax sengaja bikin down dulu perbaikan sementara . kerja wahai perintah . b.e.k.e.r.j.a,positive
coretax emang tai,positive
turut duka cita coretax emg sistem nya buruk betss mana anggar nya gede 1 triliyun . buang duit aja .,positive
coretax ngentot,positive
kasus coretax apa ga bawa ranah hukum ya ?,positive
coretax tuh emang ga jelas,positive
jangan lonon sama coretax terus :(,positive
temen gue ngerjain faktur pajak malem malem coretax tai emg,positive
padahal djp online dah apa sih urgensi musti bikin coretax,neutral
hai open jasa konsultan pajak : - catat transaksi hari mutasi rekening - bukti potong - restitusi pajak - lapor spt tahun orang pribadi umkm pt cv - hitung pajak /kalkulasi pph21 wa dibio yah kak coretax jokipajak zonauang,neutral
almarhum kerja sesuai gaji terima bulan . tak mungkin tak tau punya riwayat sakit diri nya . main job bukan coding app coretax? emang nya gaji bulan berapa sih ampe tinggal dunia kantor ?,positive
innalillahi akhir bulan kemarin baru suruh sosialisasi si coretax,neutral
cara pbk coretax bagaimana ya? salah kode billing harus nya kode pph25 salah umkm,positive
ga yg normalisasi overwork sampe sakit bahkan tinggal . gara2 coretax bajing yg kerja swasta ikut overwork .,positive
coba tanya nalan kalian yg kerja nya related sama coretax ampe bawa pulang kerja upload dini hari . yg -pus buat capai target faktur luar tentu sampe gerd kambuh . emang separah bos .,positive
dihhhhh swasta pake coretax ege coba dah tanya kantor lu yg bagi pajak . streess hari sumpah !,positive
desember aku udh mau revisi app kantor buat nyesuain sama coretax sampe skrg pasti,neutral
temen jaku ada nya coretax magrib kerja belum sever faktur pajak nya akses pas jam2 luar operasional server timeout terus udh bantuin aplikasi jadi tinggal mencet 1 tombol doang,neutral
siapa normalisasi kocak justru kasus overworked asn viral harap nya semua jadi lebih aware lagian coretax kena banget swasta empati nya dipake lah jangan malah adu nasi b,positive
innalillahi langsung nanya temen beberapa minggu lalu curhat gue stress coretax . untung ceklis 2 <url >,positive
coretax udh pakan korban rip,positive
karna coretax error gw jadi nya tetep transaksi pajak tambah . udah 3 bulan login aja ga bisa . negara bodo bodo amat .,positive
hari akhir coretax tae sistem gaje 1 3t apaan kaliii . sinting gue lama lama,positive
wajar sih coretax ampas banyak yg ga bayar pajak,positive
gw kmrn tegor kantor krn kerja molor semua w sampe nangis bejirrrrrrrr lgsg blg aja grgr coretax akhir nya mrk skrg bantuin aku n begadang jg n rasa coretax kayak apaaa wkwkwkwkw,positive
benerrr . bapak yg tinggal verifikator pphtb . . jd misal mau ngurus pphtb kpp nah verif dr org yg wenang . krn sistem nya coretax verif sampe malem baru buat 5 kl ga salah sampe jam 2 pagi bayang wajib pajak kota nya sbrp banyak,positive
sabar om . ngurus validasi pph kah? bulan lalu 2 minggu baru keluar validasi pphnya ragara manual kpp gak sanggup lewat coretax .,positive
januari sampe sekarang bukti hambat terima negara kok rusk coretax? mentri nya perlu mundur biar atur nya cabut ganti menkeu ?,positive
cobain aja kak buka coretax,neutral
gara2 coretax gak swasta ga bumn ga djp semua lembur kak swasta lembur sampe jam 3 pagi upload faktur bank bumn jg belom validasi data coretax dr awal pegawai kpp djp walah . gak yg ngewajarin cukup punya empati,positive
wahh . . bulan kemaren temen gua barusan curhat grup soal coretax sampe lembur tengah malam kata nya tengah malam lebih lancar kalo mau upload ( ? ) mungkin traffic kurang paham juga . inti nya sampe caci maki program baru . .,positive
kayak misal jual trs ppn kan wajib lapor nama nya faktur pajak jadi tiap usaha tuh kl jual pake fp buat nagih cust . nah buat fp aja tuh setengahhh mampusss pdhl dulu cuma input2 aja harga nama barang tp grgr coretax mau buat aja eror,positive
ncen sing gae ide coretax ki gathel og mlebuo neroko wae su urip gur korupsi wae gathel,positive
ihhhh kerjaanku tiap hari kutat dgn coretax yg sistem nya rudet bgt!!!! org mau bayar pajak pusing ga bayar bikin pusing sama dendanya,positive
coretax error terussssss babiiiiiii,positive
allah pakan korban beneran coretax ini : ),positive
yoo min serius nih eror coretax? gak upload daritadi <url >,positive
turut duka finance kantor gue karna coretax jadi mesti kerja tengah malem soal nya baru lancar jam segituan kata nya,positive
emosi nya rasa sampe sini kak kerjaanku bidang jasa jg banyak terkendala grgr coretax,positive
tadi malam bequnut,neutral
wahai paduka hormat 1 jam tunggu validasi coretax gak selesai ' ' ?? tgl 15 loh ini? ? hambat hak laksana wajib segera . . buang waktu aja website tercinta harga triliunan hadeehh . . <url >,positive
emg coretax sampah,positive
jangan pakai coretax,positive
akibat sistem coretax asu ga manusiawi . aku sering lembur perkara sistem cacat sial pembawa petaka . sri mulyani kalo ikut mati seluruh masyarakat indonesia ga tangis kok,positive
gak tenaga buat antem sedot coretax spt tahun <url >,positive
emang coretax gak jelasssss . nambah2 kerja aja,positive
ga upload coretax babikk udah tau closing malah tingkah error anjengggg,positive
padahal coretax anggar nya sampe 1 triliun sistem nya bapuk bgt aja problem nya curiga duit korupsi masa iya 1 triliun sistem nya sejelek ih parah,positive
yaampun coretax beneran bikin korban jiwaa,positive
hahaha jgn bahas coretax dah muakk sekali . . .,positive
semoga amal ibadah nya terima bang . sedih banget emang kondisi sekarang . kpp luar pulau jawa kurang sdm semua rangkap jabat . coretax error target makin naik gila rada jawasentris . atas denial bukan sistem masalah . minimal mohon,positive
emg gila kali ku tengok coretax anjir laaaaa tiap jam kerja selalu down aja masalah nya . org mau tiap lembur bayar sejuta kl lembur nya 3 bln turut apa ga mampus manusia gada otak emg anjg web 1 3t tp dongo minta ampun,positive
min sumpah mau gila iniiiiii bikin faktur pajakkk luar ratusannnnn mauu sign approval ajaa susahhhhhhhh yaallahh coretax tolongggggggglahhhhhh,positive
coretax anjengggvvvgvv lu ribet,positive
coretax g1l 4,neutral
masuk bulan 3 ngadepin coretax . hari mulai dr jam 8 udh login 15 menit pertama lancar sampe pulang kantor astagfirullah bgt. lg hari nya selalu error yg baru pertama kali muncul jd bener2 gatau apa solusi nya gimana .,positive
coretax memang awal implementasi nya jadi petaka buat wajib pajak pegawai pajak unit vikal . padahal bulan ketiga .,positive
woy lahhh gua mau kerja ini ! gua rela relain lembur hari sabtu sistem bobrok coretax lo malah ganggu jadi gua ga upload faktur pajak luar sialannn! jangan diem aja dong lo mua! tanggung jawab nya mana??!! <url >,positive
sumpah coretax tuh emg web sesengsaraaaa itu . ihhh yaallah . . or mau patuh pajak aja ga cukup sm ni negara mau bayar pajak jg ga cukup . kalo yg sulit mudah ye kan? parah bgt gila,positive
coretax anjenvvvvvvg,positive
bang tanggap kait coretax,positive
gmnaaaaaa caranyaa akuu biarrrrrr gkkk mengumpattttt coretax anjing,positive
