full_text,sentiment
untuk validasi ssp pph atas phtb oleh notaris dapat laku lalu akun coretax menu layan wajib pajak gt administrasi buat mohon as 01 penuh wajib pajak as0104 22 tksrati,neutral
hai kak menu buat billing pph alih tanah bangun lalu notarispihak lain tidak sedia silakan bisa buat akun coretax pihak yang laku alih ya untuk orang pribadi belum penuh syarat subyektif dan,neutral
hai kak untuk layan twitterx tidak dapat proses mohon ubah data wajib pajak alamat email dan nomor hptelepon silakan laku lalu 1 coretax milik wp silakan akses laman pastikan sudah,neutral
hai kak mohon maaf atas tidaknyama nya perlu kami sampaikan bahwa wp yang sudah milik akun djp online sebelumnya silakan aktivasi coretax dengan urut langkah berikut 1 pilih lupa kata sandi 2 isi id guna npwp 16nik bukan npwp 15 digit 3,neutral
hai kak saat ini tidak ada beritahu resmi kait error coretax silakan bisa laku refresh pada menu efaktur pajak luar dan dicek cara berkala 12,neutral
hai kak apabila sertifikat elektronik sudah kadaluwarsa silakan aju ke kpp sesuai tentu per04p j2020 sertifikat untuk djp online beda dengan kode otorisasi pada coretax tksonga,neutral
hai kak saat ini untuk aktivasi akun wajib pajak harus input detail kontak sesuai data yang terdaftar di sistem pajak apabila muncul tanda silang mungkin tidak silakan aju mohon ubah coretax dengan cara telepon kring,neutral
halo apa kah bisa buat 1721a1 dengan nik sementara 999000000999000 di coretax,neutral
hai kak mohon maaf atas kendala yang alam apa kah masih alam sama silakan pastikan login pada akun coretax wp orang pribadi tidak laku impersonate tksndar,neutral
hai kak mohon maaf atas tidaknyama nya apa kah yang maksud kode verifikasi saat daftar akun coretax kait otp tidak terima pada npwp lalu nomor hp pastikan tulis sudah sesuai saat ini hanya,neutral
hai kak saat ini buat bukti potong a1 lalu coretax dapat 3 jenis 1 kurang dari tahun guna untuk op yang henti bekerja namun tidak hilang wajib subjektif nya eg pindah kerja masih di dalam negeri 2,neutral
harus nya gini nih yg ngurus coretax skrg udah apa ya,neutral
realisasi terima pajak sd 31 maret 2025 rp322 6 t atau 14 70 dari target apbn rp 2189 3 turun 18 10 realisasi tahun lalu bahkan cara nominal rendah 4 ini mau aku soal coretax ekonomi lesu keduanya menkeu klaim masih sesuai,neutral
hai kak buat billing atas bayar apa ya silakan coba lakukan terbit cara mandiri pada coretax di menu bayar tksyhan,neutral
hai kak bagi wp yang sudah milik akun djp online sebelumnya silakan aktivasi coretax dengan urut langkah berikut 1 pilih lupa kata sandi 2 isi id guna npwp 16nik bukan npwp 15 digit 3 tuju konfirmasi 4 lengkapi isi alamat email,neutral
hai kak untuk cara pengajuan surat terang pp 55 pada coretax dapat acu laman resmi djp ikut tksrico,neutral
menu minta kode otorisasi akan muncul di akun coretax orang pribadi sebut pastikan juga sudah buka spt masa ppn lalu coretax picpegawai yang milik role akses bagai vat tax return signer dan impersonate ke wp badan 22 tksyhan,neutral
siang hari ini saya ada hapus efaktur di desktop amp coretax untuk bulan maret itu masalah ngak yaa setelah sudah hapus mau upload tapi selalu muncul notif etax40001 mohon bantu nya,neutral
hai kak apabila istri tidak punya npwp gabung dengan suami dan laksana pajak cara pisah tetapi butuh akses coretax maka dapat milih menu daftar disini hanya registrasi atau aktivasi akun wajib pajak ya,neutral
hai kak silakan dapat coba akses taut lalu pada menu daftar isi di sebelah kiri akan dapat user guide coretax portal lembaga uang v0001 setelah itu silakan klik atau kanan tsb dan pilih save link as untuk wnload pdfnya,neutral
bagaimana cara masu jual gunggung lalu coretax yg diperoleh dari toko online tidak ada data nik dan npwp beli,neutral
hai kak mohon maaf atas tidaknyama nya untuk kode verifikasi email ketika aktivasi akun wajib pajak di coretax mohon kesediaan nya untuk laku pengecekan cara kala pada folder inbox dan spamjunk tksdtra,neutral
hai kak retur pajak masu atas faktur yang terbit di 2024 bisa laku lalu coretax namun hanya dapat apabila sebut sudah masuk dalam daftar fp pada menu pajak masu dan status crediteduncredited silakan,neutral
coba telpon dasco buat bener sama teknisi web judol keknya lebih ahli daripada coretax,neutral
andaikan scopeku kait dengan coretax pasti ak jadi manusia paling sibuk kantor wkwkwkwkwkwk,negative
iya mau sampai kapan ya user harus wnload faktur 11 faktur ada 300400an terus manual satu satu kenapa malah coretax downgrade dr app efaktur yang bisa kolektif dan dari kalian ga solusi apa2 selain udah aja,negative
hai kak tulul di coretax ya untuk buat nota retur lalu coretax yaitu dgn cara klik icon pada submenu pajak masu beli apabila data pajak masu tidak temu mohon kesediaan nya untuk tunggu migrasi faktur dari web efaktur ke laman,neutral
haloo mohon penjelasan nya slide1 fp um 100 tgl 21 maret input uangmuka nya pakai total dpp asli slide2 plunasan dr tari lihat ppn sudah 0 slide3 ceta pdf utk plunasan nya kok ada nominal nya,neutral
hai kak apa kah dengan ada nya ubah susun pegang saham direktur sebut sebab pada penguruspenanggungjawab usaha apabila iya dan pic akun coretax juga ubah silakan ubah data menu pihak kait login ke,neutral
hai kak apa kah kode billing yang maksud rupa buat di coretax setelah kakak submit spt apabila iya jika sebut sudah habis masa lakunya dan kembali ke menu konsep dapat terbit dengan,neutral
ya am wkwkwk bungul banar asli,negative
selain itu kakak juga bisa hubung kring pajak di 1500200 atau lalu livechat untuk aju mohon ubah data wp namun sehubungan dengan masa transisi terap coretax sebut tidak dapat ubah cara real time pada djp,neutral
min ebilling yg sudah create di coretax bisa batal atau tunggu masa nya abis,neutral
halo dasar postmu di x kamu tampak praktis dan detail mungkin kerja bidang pajak liat dari coretax amp ebupot humormu keren kayak soal jual ginjal buat ngatasin stres kamu juga sosial suka interaksi sama orang username odading enak,positive
jika yang maksud untuk daftar wajib pajak orang pribadi nonkaryawan tutorial sedia dalam laman berikut pandu kait npwp lalu coretax selengkap nya dapat kakak akses,neutral
hai kak silakan lakukan daftar lalu coretax pada laman ya klik menu daftar disini 12,neutral
bagaimana jika yang resign ini rupa gak ounya npwp dan punya akun coretax dimana bukti potong belum guna 990,negative
min mau tanya untuk bayar lunas tapi barang belum kirim di coretax lebih baik buat uang muka atau faktur normal saja,neutral
web coretax juga sama sampah nya anjg gabisa login error mulu,negative
lho kan kata nya on x menteri uang menkeu sri mulyani indrawati kata layan coretax saat ini sudah semakin baik dan fungsi lebih efisien sa,positive
apabila belum setuju ubah faktur lawan transaksi ubah masa pajak kredit ke maret agar tidak perlu betul apa kah bisa karena sebelumnya fp tsb blm karena normal nya muncul di coretax muncul nya hanya ganti,neutral
hai kak untuk aktif kembali npwp yang status nonefektif dapat aju lalu telepon kring pajak 1500200 layan livechat di laman atau cara mandiri akun coretax wajib kakak juga aju mohon aktif,neutral
hai kak mohon maaf atas tidaknyama nya saat ini mohon tetap wp nonaktif masih belum dapat proses lebih lanjut lalu kring pajak dikarenakan dalam proses tingkat layan jika wajib sudah milik akun coretax dan bisa login ke laman,neutral
hai kak saat ini untuk pbk atau kembali semua laku lalu coretax namun apabila data bayar yang maksud tidak muncul di sistem namun akan aju pbkpengembalian silakan ajukan mohon nya cara manual ke kpp ya tksamri,neutral
wkwkwkwkbang coretax ku juga lemot ini,negative
hai kak mohon pindahu yg terima sejak terap coretax tindakl sesuai dengan tentu pmk nomor 81 tahun 2024 dalam mohon bisa aju di menu bayar gtgt pindahu tidak dapat,neutral
hai kak apa kah yang maksud kait ceta pdf pada sistem coretax beda dengan efaktur desktop apabila iya silakan laku ganti faktur pajak lalu coretax lawan transaksi tanpa ubah nominal 12,neutral
ini krn di bln februari ada fp uang muka yg input nya masih pakai dpp nilai lain kemudian maret ubah lg bijak nya tanpa info yaitu harga jual di spt jd ranta nominal nya sistem coretax gak pernah bener heran,negative
min mau tanya kalau buat ebukpot pph21 sangon karyawan tetap input nya gimana di coretax,neutral
hai kak cara tentu ubah data lalu kpp harus sampai cara langsung ke atau posjasa ekspedisi dengan bukti pengiriman surat silakan konfirmasi untuk pasti apa kah dapat email tidak untuk coretax,neutral
jika ternyata benar sudah terdaftar bagai wajib pajak untuk akses coretax pertama kali 1 pilih menu lupa kata sandi jika sebelumnya milik akun djponline belum januari 2025 atau 2 aktivasi akun 22 tksfndi,neutral
hai kak bukti potong pph pasal 21 yang terbit beri kerja akan otomatis masuk ke coretax orang pribadi potong terima dapat lihat pada menu portal saya gt dokumen kemudian klik refresh tksjar i,neutral
halo ka ingin berta nya kait pengkreditan ppn jln untuk dpp yang masuk di coretax ini apa kah normal atau kali 1112 ya soal nya kalau spt nya nanti itu kan angka masuk ke kolom harga jual sedangkan nilai lain abu 2,neutral
apabila sebelumnya kakak sudah laku lapor realisasi investasi sebut lalu djp online tidak masalah sepanjang lapor kembali di coretax sesuai informasi atas ya kak 22 tksfndi,neutral
hai kak apa kah yang maksud adalah permohoann kangsur bayar tetap pajak lalu coretax jika iya silakan tuju ke menu layan wajib gt administrasi buat mohon pilih angsur as20,neutral
menteri uang menkeu sri mulyani indrawati kata layan coretax saat ini sudah semakin baik dan fungsi lebih efisien sa,neutral
jika ternyata benar sudah terdaftar bagai wajib pajak untuk akses coretax pertama kali 1 pilih menu lupa kata sandi jika sebelumnya milik akun djponline belum januari 2025 atau 2 aktivasi akun 22 tksbila,neutral
hai kak untuk mohon kswp saat ini akses lalu laman coretax ya silakan login ke pastikan kakak sudah milik akun coretax setelah silakan masuk menu layan wajib pajak gt administrasi buat mohon,neutral
coretax aja masih masalah,negative
saya ada betul spt ppn masa jan25 yg akibat lb sdh rilis bpe via email 260325 tp status di coretax msh konsep amp dr tsb belum masuk ke feb25 saya chat kpp tdk dijwb tlp kring pajak sambung,neutral
set dah 3 jam itu lama banget loh bisa dipake bikin ebupot spt di coretax dll,negative
min mau nanya saat set up coretax saya sudah forgot password tapi tetap tidak bisa login coretax nya sekiranya ini ada kendala apa ya min pas cek djp online nik sama nitku di djponline tak apa kah perlu konfirmasi ke kpp kait hal tks,neutral
min yg fk januari uda ada tiket lapor jg belum solusi nya ini lanjut lagi episode sesekian masalah coretax,negative
coretax setan,negative
better lapor spt pajak untuk tahun ini diperpanjang lagi krn kasus coretax kemarin,neutral
hai kak kait tunjuk konsultan pajak silakan pastikan sebut sudah terdaftar di aplikasi sikop dengan npwp 16 digit 1 untuk tunjuk bagai kuasa login ke akun coretax wp sendiri atau pic impersonate 2 masuk menu portal saya,neutral
hai kak mohon maaf atas kendala yang alam apa kah saat ini masih terkendala beritahu guna nppn dapat laku lalu laman coretax ya silakan coba juga beberapa langkah berikut belum akses akun coretax 1 silakan lakukan clear cache dan,neutral
hai kak untuk tanggap atas sp 2dk tahun 2024 tidak sampai lalu coretax ya silakan sampaikan sebut cara langsung atau tulis ke petugas di kpp terdaftar tksrkan,neutral
mohon maaf atas tidaknyama yang jadi apa kah maksud reset password di menu lupa kata sandi coretax jika ya email dan nomor telepon input ketika lupa kata sandi harus sama dengan terdaftar dalam djp online atau jika sebelumnya sudah pernah,neutral
namun sehubungan dengan masa transisi terap coretax data tsb tidak dapat ubah cara real time pada djp online mohon kesediaan nya tunggu sinkronisasi data nya dalam hal proses ubah hasil laku 22 tksilla,neutral
saya kan ada bikin salah buat billing yang harus nya untuk pph 29 th 2024 tapi jadi 00h 2023 untuk pbk sudah tidak bisa kalau restitusi mohon lewat coretax atas bayar itu muncul solusi nya bagaimana,negative
hai kak untuk kinput sppbmcpsptnp silakan kakak inputkan cara manual di coretax lalu menu efaktur gt dokumen lain pajak masu pilih tindak lain nya buat input data pada transaksi jenis transaksi 1,neutral
hai kak apabila kembali bkp jadi pada tahun 2025 maka nota retur buat lalu coretax ya jika kakak tidak temu fp yang maksud silakan lakukan filter dengan guna masa dan pajak dapat input langkah berikut 1,neutral
min kenapa setiap nota retur pajak ref fpnya itu cuman bisa dipake sekali aja dan juga harus ada item yang di baru buat retur pajak coretax kalau kayak gini sangat amat hambat kekerja harus nya mudah malah sulit,negative
bagaimana jika lawan transaksi tidak mau approve ini salah bukan di nilai ppn sebenernya melainkan dpp lain sistem coretax error bisa hitung dengan benar saat ada diskon tp ketika lihat pdf lihat salah nya,negative
itu di coretax dan sudah verifikasi email bahkan nomor telepon kalikali saya dah habis 20 ribu pulsa cuma untuk ulang kali kesel saya tanya x malah sama aja gak guna nya bisa nya nyedot duit rakyat kerja genyang dompet masingmasing,negative
hai kak cara umum konsep spt masa ppn normal di coretax akan generate cara otomatis setiap tanggal 1 untuk masa pajak belum kakak dapat cek lebih dahulu apa kah sebut sudah atau belum menu surat beritahu gt,neutral
hai kak untuk saat ini pada aplikasi coretax atas kompensasi lb akan masuk spt masa yang belum lapor jadi apabila kakak betul masa ppn september 2024 sehingga sebab lebih bayar dan februari 2025 maka,neutral
hai kak tetap npwp nonaktif dapat aju lalu akun coretax dari menu portal saya gt ubah status wajib pajak nonaktif dalam hal wp tidak laksana cara elektronik hak dan penuh wajib pajak dengan,neutral
ini coretax knpa ya dibagi pajak luar ga bisa import data xml atau pun buat faktur manual,negative
halo min saya sudah punya akun djp dan ingin alih ke coretax tapi saat laku minta akses digital email malah tidak sesuai puncul tanda x padahal itu di belum jadi bisa simp mohon bantu nya,neutral
hai kak mohon maaf atas tidaknyama nya saat ini coretax masih dalam proses penyempurnaan dan tingkat kualitas layan belum sedia menu unduh seluruh faktur pajak sekaligus saran masu dari kakak akan kami rusk ke tim kait untuk,neutral
min ini memang konsep spt masa ppn mar 25 blm tergenerate otomatis di coretax atau kita buat sendiri,neutral
namun sehubungan dengan masa transisi terap coretax data tsb tidak dapat ubah cara real time pada djp online mohon kesediaan nya tunggu sinkronisasi data nya dalam hal proses ubah hasil laku tksiana 22,neutral
ubah data email dapat laku cara mandiri lalu coretax dengan laku ubah kontak utama sebut di menu portal saya gt profil informasi umum edit detail kontak 22 tksbing,neutral
hai kak dapat informasikan website yang maksud apa apa kah djp online atau coretax web lain nya apabila kakak dapat coba langkah berikut belum akses akun coretax nya 1 pastikan jaring internet stabil 2 clear cache amp cookies pada browser 3,neutral
kalau saya jadi bu smi akan cancel coretax 100 persen audit dan korban semua yang libat pakai cara lama rik stimulus potong pajak untuk naik serap pajak indo treassury nya ga kuat bisa bahaya ini kue imbal balik pilu udh kasih,negative
min saya ada faktur tahun 2023 dan 2024 masa januari bingung mau bikin nota retur di coretax karena usaha baru pkp per agustus sehingga juga lapor ppn agustus solusi nya gimana ya,neutral
hai kak mohon maaf atas kendala yang alam apa kah masih alam ada terang error nya data alamat saat daftar npwp di coretax ambil data dari dukcapil silakan pastikan isi dan tulis detail sudah sesuai dengan ktp,neutral
hai kak untuk pengecekan status npwp kakak dapat cek pada akun coretax di menu portal saya gt profil pada ikhtisar wajib pajak dapat informasi status selain itu juga ubung telepon kring 1500200 atau livechat,neutral
hai kak mohon maaf atas tidaknyama nya saat ini belum ada menufitur download all atau unduh beberapa sekaligus pdf faktur pajak di coretax menufitur saat hanya bisa per satu dokumen tksansa,neutral
hai kak mohon maaf atas tidaknyama nya apa kah masih alam kendala yang sama sudah pasti buka konsep spt guna akun picdrafter sptsigner tax witholding draftersigner telah dimpersonate ke coretax badan jika namun,neutral
min saya kan udh ukuh pkp di coretax tgl 20 maret 2025 dan sdh dapat bps tp kok sampe sekarang status nya msh blm ya itu kurang apa emang nya,negative
hai kak mohon maaf atas tidaknyama nya apabila data kompensasi belum muncul di dashboard mungkin dikarenakan masih dalam proses sinkronisasi pada sistem coretax kena sebut mohon kesediaan nya untuk tunggu dan cek,neutral
namun sehubungan dengan masa transisi terap coretax data tsb tidak dapat ubah cara real time pada djp online mohon kesediaan nya tunggu dalam hal proses ubah hasil laku 22 tksjan i,neutral
sepagi ini udah ada aja yg nanyain coretax,neutral
min jika tanggal dokumen bc 40 lewat bayar namun saat validasi di coretax status sukses dan fp normal upload guna tidak buat faktur ganti sesuai tgl apa kah sah atau harus ganti,neutral
lagi gampang,positive
kalau dr sisi perintah indo apbn yg defisit makin gede program ajaib mbg terima pajak rendah mungkin gara2 coretax jg eror dan penghematan anggar besar2an di berbagai pos sehingga efeknya bahkan ke daerah lg2 demi trus danantara,negative
sri mulyani klaim coretax baik layan pajak jadi cepat,neutral
anggar defisit tapi jumlah menteri naik 5588 dan wakil 16667 juga ga ada ilmu ekonomi nya bikin apps coretax 12 t segera mundur aja malu,negative
ganti aja ibu ini coretax mah pantas di bubarin dan usut mana nih yg sdh pada lapor soal gak proses,negative
emang rakyat makan tampil mas butuh solusi konkret bukan hanya di mulut aja pertama jgn pakai coretax buat iklim investasi nyaman kayak vietnam bubari ormas yg susah industriusaha pajak turunkan uu rampas aswt koruptor segera sahkan,negative
mungkin yang maksud itu nppn ya ka jadi wajib laku beritahu ke coretax untuk daftar maks 31 maret 2025 untuk nominal minim nya gada asalkan diatas ptkp hanya saja maksimal bruto nya 4 8m di th sebelumnya bisa guna fasilitas 50nppn,neutral
ksh cabe,negative
halo bagi dari data vat in 2024 sudah transmigrated ya ke coretax terimakasi h,neutral
ok lanjut hadap coretax sih wajib,positive
haii boleh ka aku harihar pakai coretax juga dm link kuesioner nya ya,neutral
yaallah coretax tu lancar jam brp siihhh,neutral
mau bikin npwp online tp web coretax gabisa bukaaa,negative
iyaa kaakk boleeh isi ajaa yang penting user coretax soal nya a,neutral
ada yg buka jasa joki bikin analisis laman coretax aku gapaham aku ngeluh,neutral
sedangkan per jan 25 nsfp untuk 2024 tidak bisa proses lagi sehingga mau harus terbit lalu coretax kemudian bpn yang lapor oleh instansi perintah tanggal 30 des 24 faktur 2,neutral
untuk anda yang baru pertama kali guna coretax ketika sudah log in langkah adalah set passphrase dulu passphrase itu semacam tanda tangan digital sah di mata hukum lanjut proses isi coretax juga harus milik,neutral
belum libur panjang saya sempat lihat iklan dari pajak tentang lapor reinvestasi dividen lalu coretax belum telah jelas djp online fitur ereporting investasi kali ini akan dengan studi kasus dividen bbri,neutral
mau aktivasi coretax untuk wp badan gimana ya usaha sudah jalan dr bulan januari akun djpnya bisa login kemudian forget pass di coretax ga solusi nya,neutral
video sri mulyani bicara soal coretax sebut sistem nya sudah semakin baik,neutral
smi deregulasi tapi coretax langsung butut periksaan dan berat mampus wajib pajak,negative
dari pagi sampai sekarang ini coretax gak bisa terus,negative
yg error kan coretax nya bukan nya bener kenapa wp yg harus aktif,negative
nah selanjut nya skrng saya buat dp 2 kedua dengan tentu yang baru mana untuk guna harga jual normal dan dpp nilai lain sudah otomatis dari coretax x 1112 sinkronisasi 1 pertama,neutral
halo untuk wajib pajak dengan status belum aktif spdn di coretax itu gimana solusi nya apa kah bisa aktif tanpa ke kpp,neutral
nggak perlu bingung lagi pandu coretax djp untuk pemula lengkap dari login sampai lapor,neutral
halo min saya bagai customer pm terdeteksi beberapa nomor fp di sistem coretax namun setelah minta konfirmasi supplier disistem mereka tidak ada sebut itu kenapa ya dan solusi nya bagaimana mohon bantu nya,neutral
hai kak ubah nomor sebut dikarenakan sesuai format dari efaktur desktop dengan coretax sepanjang sudah muncul di seharusnya tidak ada masalah bisa jelas lebih lanjut bisa wnload fpnya seperti apa tksrama,neutral
udah denger isu tax amnesty,neutral
asiq nya coretax error uwwooghhh sugoi,negative
bukan perihal angka nya belok fakta sebenarnya atas apa yang jadi dengan bangsa ini jelas kalian sudah sesat 3 generasi genmil genz amp genalfaintegritas itu mahal makanya gak milik mereka murah indomaret coretax ihsg menteri atr 1 usd pertamina,negative
halo admin tolong bantu daftar npwp online di coretax ngak bisa eror mulu bagi akhir,negative
pernah ngalamin total harga satu tidak sama jika di hitung cara 1 per satu ga coretax apa kah bug itu sudah baik,negative
hai kak wp ne cara umum tidak dapat jalan hak dan wajib pajak nya jika hasil lapor spt setelah status nya ada mungkin status npwpnya kembali aktif untuk aman nya silakan dicek wpnya di informasi coretax tksrama,neutral
mau tanya min kalau misal nya kita ada retur faktur pajak desember 2024 arti buat retur nya itu di coretax yah sudah tidak bisa efaktur,neutral
waw coretax ampe protes ustr ckck,negative
dalam terap nya pada sistem coretax dasar nya kakak harus pasti lebih dahulu laksana hak danatau penuh wajib pajak rupa apa dan laku oleh siapa misal nya untuk penandatanganan faktur pajak maka sesuai tentu pasal 10,neutral
hai kak buat pejkp dapat laku lalu coretax silakan klik menu efaktur gt dokumen lain pajak luar jenis transaksi silakan pilih ekspor detail 03 ekspor jkp pilih beritahu bkp tidak,neutral
hi min kait menu unduh bupot pph 21 bulan atas bpmp apa kah sdh ada di coretax,neutral
selanjutnya ke menu sptpph unifikasigt masa pajak gt buat konsep spt kode otorisasi muncul billing silakan laku bayar apabila setor telah kakak akan terima bukti terima elektronik di notifikasi coretax 22 tksrama,neutral
halo ini coretax saya dari kemaren seperti terus apa kah ada solusi nya mohon bantu nya ya,neutral
hai kak apa kah muncul notifikasi nik tidak temu apabila iya hal sebut sebab karena belum pemadan niknpwp aktivasi bagai npwp atau registrasi akun coretax untuk itu silakan orang pribadi yang sangkut laku,neutral
hai kak silakan ke coretax di menu ebupot pilih setor sendiri gt create ebupot sp masa pajakgt fasilitas tanpa fasilitas nama objek pajak dividen yang diterimadiperoleh wajib orang pribadi dalam negeri isi dpp akan hitung otomatis nilai pphnya,neutral
halo kak kemarin saya akhir upload faktur pajak masu di tanggal 24 lalu ketika ingin lapor spt 26 klik lagi posting tapi tetap tdk ubah dan hanya muncul bukan nya jadi apa kah hal tsb error coretax,negative
hai kak wajib pajak yg sudah sampai lapor realisasi investasi dividen sesuai pmk nomor 18 tahun 2021 lalu djp online tidak perlu ulang di coretax namun jika belum lapor silakan lakukan lapor,neutral
hai kak sesuai pasal 5 per03p j2022 untuk isi identitas beli bkp atau terima jkp dalam hal lawan transaksi adalah spln orang pribadi maka silakan isi dengan nama alamat dan nomor paspor dalam buat di sistem coretax pada bagi informasi,neutral
apabila memang sudah terdaftar bagai wajib pajak untuk akses akun coretax pertama kali silakan 1 pilih menu lupa kata sandi jika sebelumnya milik djponline belum januari 2025 atau 2 aktivasi akun 22 tksifah,neutral
apa kabar kasus pertamina nb jaksa rata banyak suap kalok memang kandal gaji mana mampu beli pajero tolak ruu jaksa coretax trading halt ihsg,neutral
coretax taik mending gua main valo,negative
habis pulang dari kantor pajak gara2 coretax error eh di sana suruh pake lagi ternyata untung bisa,neutral
hai kak mohon maaf atas kendala yang alam apa kah saat ini masih terkendala silakan dapat coba kembali beritahu guna nppn laku lalu laman coretax akses menu layan wajib pajak gt,neutral
dalam hal penuh tentu untuk aju pbk silakan sampai mohon lalu akun coretax pada menu bayar gt mohon pindahu 22 tksifah,neutral
hai kak bisa lapor dg bayar yg sudah laku jika nominal yang seharusnya setor lebih besar disalah satu spt antara suamiistri silakan dapat aju mohon lalu akun coretax milik ntpn silakan buat,neutral
buat nya di efaktur min bukan coretax,neutral
namun sehubungan dengan masa transisi terap coretax data tsb tidak dapat ubah cara real time pada djp online mohon kesediaan nya tunggu dalam hal proses ubah hasil laku 22 tksming,neutral
hai kak data fp yang buat lalu efaktur desktop akan migrasi ke coretax bukan sebaliknya kait dengan ganti apabila normal di laman silakan buat ganti pada tksfizh,neutral
hai kak mohon maaf atas tidaknyama nya apabila data kompensasi belum munculdata nya tidak sesuai di dashboard mungkin dikarenakan masih dalam proses sinkronisasi pada sistem coretax kena sebut mohon kesediaan nya untuk,neutral
mau berta nya kalo saya lapor pph 21 bulan itu selama ini lapor nya pakai npwp suami karena gabung skrg sudah activate coretax sendiri dan skrg kan nik saya sekarang ingin ganti utk lapor nya guna punya dan di,neutral
hai kak atas bayar sebut apa kah sudah masuk di modul buku besar pada akun coretax kakak jika dapat ntpn atas bayar pph namun belum menu silakan coba clear cache atau guna privateincognito window,neutral
kami minta kirim tangkap layar kait problem coretax ke email dokumenlengkappajakgoid apa kah sebut benar,neutral
hai kak benar di coretax sesuai jawab tweet belum tksizki,neutral
coli depan sagu keju aja ada yakali coretax ga,neutral
makin pandai rangkai kata klau pas periksaan petugas coretax,negative
hai kak mohon maaf atas tidaknyama nya apa kah masih alam kendala data dari efaktur butuh waktu untuk migrasi ke coretax silakan dicek cara berkala 12,neutral
min mau tanya kalau wnload di coretax ada 300 nota gimana ya soal nya efaktur desktop app lama bisa lsg jadi pdf semua apa kita harus pencet 11 sampe jari keriting,neutral
ajarkan akuuuuu pake coretax,neutral
ada yang tau bulk download fp luar di coretax gmn skrg inject script console kok udah gabisa ya,neutral
masih bingung nggak kak kalau dan butuh bantu bisa contact aku yaa sediain les coretax isi spt badan tahun juga,neutral
min ini mau aktivasi akun coretax wp pribadi detail kontak nya kok gada centang lupa kontak ya kalau buat arti harus ke kpp apa gimana,neutral
hai kak mohon maaf atas tidaknyama yang alam jika masih alam kendala sebut silakan laku langkah berikut belum akses laman coretax 1 sihk cache dan cookies pada browser guna 2 gunakan mode new incognito atau private window,neutral
les privat online akuntansi amp pajak belajar ppn pph 21 23 coretax bareng tutor 1 murid guru fokus jangkau dan ada worksheet nya mau liat portofolio dm aja ya,neutral
coretax sudah jalan 4 bulan masih juga ga bisa wnload pdf nya cara massal pdhl di aplikasi efaktur dulu mau sampe 10 menit beres,neutral
min ini error kenapa ya pas klik kirim mohon pindahu di coretax,negative
hai kak untuk ubah data email silakan dapat laku lalu 1 coretax milik wajib pajak silakan bisa akses laman lalu tuju menu portal saya gt profil informasi umum edit ubah pada bagi detail kontak 2 lalu kring,neutral
halo min untuk daharaw bagai pungut ppn apa kah pajak masu nya nya tidak bisa ubah masa nya pengkreditan nya aplikasi coretax karena ada menu kredittidak kredit nya,neutral
min ini memang lg error ya sy gabisa unduh pdf coretax ppn luar sudah hapus cache amp pakai incognito msh blm bs jg,negative
hai kak untuk mohon kswp silakan bisa lalu coretax di website pada menu layan pajak gt buat as01 penuh wajib wajib as0102 tkselti,neutral
kak min untuk daftar npwp badan yg kppa tidak ada akta diri hanya loa lor di galis dan nib sedang coretax harus input nama notaris nik nya wajib isi itu gimana ya,neutral
kalau pakai coretax gimana,neutral
kakak dapat laku buat kode billing lalu coretax petugas kring pajak di salur telepon 1500200 livechat laman maupun x dengan selain itu juga bantu kpp dekat,neutral
hai kak apabila kakak masih penuh kriteria wp nonaktif tidak perlu aktif kembali npwp namun jika sudah silakan aju aktif aktif dapat laku lalu coretax,neutral
hai kak mohon maaf atas tidaknyama nya apa kah saat ini masih alam kendala yang sama kakak juga bisa coba beberapa langkah berikut belum akses coretax 1 laku clear cache dan cookies pada browser 2 guna fitur private windowincognito window,neutral
coretax babik bikin npwp gagal mulu monyet,negative
halo ka mau tanya kait faktur uang muka bulan februari yang masuk di kolom kan dpp nilai lain tapi spt dan ekspor nya sama dengan bukan nilai muka nya jadi ada selisih antara internal amp coretax,neutral
mulai pusing kembali buat coretax,negative
silakan ikuti langkah berikut 1 login coretax 2 pilih menu portal saya gt informasi umum edit detail kontak 3 setelah data nomor telepon terisi dengan benar silakan klik simpan dan 4 pastikan bagi pernyataan telah terchecklist submit namun sehubungan,neutral
hai kak pada aplikasi coretax untuk seller information tidak dapat ubah saat kakak laku ganti dokumen kakak batal kemudian aksi create from payments namun dalam hal invoice dapat kendala error hubung,neutral
apabila lalu coretax terkendala kakak dapat laku beritahu kpp 22 tksfizh,neutral
hai kak mohon maaf atas tidaknyama yang alam apa kah saat ini masih alam kendala yg sama jika iya mohon kesediaan nya untuk coba langkah berikut belum akses laman coretax a clear cache amp cookies di browser guna b gunakan mode new,neutral
hai kak setelah hasil laku ubah data di akun coretax mohon kesediaan nya untuk tunggu proses sinkronisasi hingga email yang terdaftar djp online juga ikut ubah ya tksbyah,neutral
hai kak mohon maaf atas tidaknyama nya untuk saat ini masih dalam proses sinkronisasi coretax silakan coba cek cara kala ya tkswnti,neutral
need jasa joki isi kuesioner no bot buat orang yang pernah pakai coretax butuh cepat,neutral
minumn es teh,neutral
silakan ikuti langkah berikut 1 login coretax 2 pilih menu portal saya gt informasi umum edit detail kontak 3 setelah data nomor telepon terisi dengan benar silakan klik simpan dan 4 pastikan bagi pernyataan telah terchecklist submit namun,neutral
